Squadra,Giornata,PPDA,Casa/Trasferta,Anno
Monza,29,24.916666666666668,Casa,2024-25
Monza,30,8.05,Trasferta,2024-25
Como,1,15.916666666666666,Trasferta,2024-25
Como,2,14.4,Trasferta,2024-25
Como,3,6.289473684210527,Trasferta,2024-25
Como,4,13.818181818181818,Casa,2024-25
Como,5,9.5,Trasferta,2024-25
Como,6,6.238095238095238,Casa,2024-25
Como,7,14.8,Trasferta,2024-25
Como,8,12.4375,Casa,2024-25
Como,9,7.238095238095238,Trasferta,2024-25
Como,10,11.272727272727272,Casa,2024-25
Como,11,10.38888888888889,Trasferta,2024-25
Como,12,9.9375,Trasferta,2024-25
Como,13,12.578947368421051,Casa,2024-25
Como,14,12.0,Casa,2024-25
Como,15,4.913043478260869,Trasferta,2024-25
Como,16,12.733333333333333,Casa,2024-25
Como,17,18.36842105263158,Trasferta,2024-25
Como,18,11.1,Casa,2024-25
Como,19,6.6,Trasferta,2024-25
Como,20,9.038461538461538,Casa,2024-25
Como,21,13.444444444444445,Casa,2024-25
Como,22,11.818181818181818,Casa,2024-25
Como,23,7.931034482758621,Trasferta,2024-25
Como,24,9.173913043478262,Casa,2024-25
Como,25,6.536585365853658,Trasferta,2024-25
Como,26,10.666666666666666,Casa,2024-25
Como,27,10.5,Trasferta,2024-25
Como,28,9.95,Casa,2024-25
Como,29,8.307692307692308,Trasferta,2024-25
Como,30,11.77777777777778,Casa,2024-25
Verona,1,6.695652173913044,Trasferta,2023-24
Verona,2,17.105263157894736,Casa,2023-24
Verona,3,7.818181818181818,Trasferta,2023-24
Verona,4,13.10344827586207,Casa,2023-24
Verona,5,11.5,Trasferta,2023-24
Verona,6,12.5,Casa,2023-24
Verona,7,11.333333333333334,Trasferta,2023-24
Verona,8,12.363636363636363,Trasferta,2023-24
Verona,9,29.3,Casa,2023-24
Verona,10,17.11764705882353,Trasferta,2023-24
Verona,11,41.125,Casa,2023-24
Verona,12,10.36842105263158,Trasferta,2023-24
Verona,13,9.636363636363637,Casa,2023-24
Verona,14,5.142857142857143,Trasferta,2023-24
Verona,15,16.0,Casa,2023-24
Verona,16,10.863636363636363,Trasferta,2023-24
Verona,17,10.941176470588236,Casa,2023-24
Verona,18,7.25,Casa,2023-24
Verona,19,14.909090909090908,Trasferta,2023-24
Verona,20,9.535714285714286,Casa,2023-24
Verona,21,16.28,Trasferta,2023-24
Verona,22,11.238095238095235,Casa,2023-24
Verona,23,17.9,Trasferta,2023-24
Verona,24,15.647058823529411,Trasferta,2023-24
Verona,25,15.88888888888889,Casa,2023-24
Verona,26,12.347826086956522,Trasferta,2023-24
Verona,27,6.0,Casa,2023-24
Verona,28,6.16,Trasferta,2023-24
Verona,29,11.241379310344827,Casa,2023-24
Verona,30,5.59375,Trasferta,2023-24
Verona,31,10.22222222222222,Casa,2023-24
Verona,32,14.0,Trasferta,2023-24
Verona,33,8.047619047619047,Casa,2023-24
Verona,34,14.166666666666666,Trasferta,2023-24
Verona,35,11.545454545454543,Casa,2023-24
Verona,36,9.147058823529411,Casa,2023-24
Verona,37,11.681818181818182,Trasferta,2023-24
Verona,38,11.945945945945946,Casa,2023-24
Roma,1,7.125,Casa,2023-24
Roma,2,5.0,Trasferta,2023-24
Roma,3,16.28,Casa,2023-24
Roma,4,11.52,Casa,2023-24
Roma,5,17.363636363636363,Trasferta,2023-24
Roma,6,6.681818181818182,Trasferta,2023-24
Roma,7,8.935483870967742,Casa,2023-24
Roma,8,18.071428571428573,Trasferta,2023-24
Roma,9,11.0,Casa,2023-24
Roma,10,31.444444444444443,Trasferta,2023-24
Roma,11,5.965517241379311,Casa,2023-24
Roma,12,11.357142857142858,Trasferta,2023-24
Roma,13,7.916666666666667,Casa,2023-24
Roma,14,8.25,Trasferta,2023-24
Roma,15,16.75,Casa,2023-24
Roma,16,12.551724137931034,Trasferta,2023-24
Roma,17,11.44,Casa,2023-24
Roma,18,15.5,Trasferta,2023-24
Roma,19,11.2,Casa,2023-24
Roma,20,13.444444444444445,Trasferta,2023-24
Roma,21,8.590909090909092,Casa,2023-24
Roma,22,11.176470588235292,Trasferta,2023-24
Roma,23,29.22222222222222,Casa,2023-24
Roma,24,21.928571428571427,Casa,2023-24
Roma,25,14.692307692307692,Trasferta,2023-24
Roma,26,16.066666666666666,Casa,2023-24
Roma,27,11.52,Trasferta,2023-24
Roma,28,10.071428571428571,Trasferta,2023-24
Roma,29,8.761904761904763,Casa,2023-24
Roma,30,7.111111111111111,Trasferta,2023-24
Roma,31,12.15,Casa,2023-24
Roma,32,5.727272727272728,Trasferta,2023-24
Roma,33,12.041666666666666,Casa,2023-24
Roma,34,34.285714285714285,Trasferta,2023-24
Roma,35,11.733333333333333,Casa,2023-24
Roma,36,20.666666666666668,Trasferta,2023-24
Roma,37,13.22222222222222,Casa,2023-24
Roma,38,5.72,Trasferta,2023-24
Lazio,1,9.96,Trasferta,2023-24
Lazio,2,7.727272727272727,Casa,2023-24
Lazio,3,24.53333333333333,Trasferta,2023-24
Lazio,4,9.227272727272728,Trasferta,2023-24
Lazio,5,14.083333333333334,Casa,2023-24
Lazio,6,13.307692307692308,Casa,2023-24
Lazio,7,15.105263157894736,Trasferta,2023-24
Lazio,8,14.333333333333334,Casa,2023-24
Lazio,9,14.26086956521739,Trasferta,2023-24
Lazio,10,16.57894736842105,Casa,2023-24
Lazio,11,12.451612903225806,Trasferta,2023-24
Lazio,12,19.823529411764707,Casa,2023-24
Lazio,13,4.457142857142857,Trasferta,2023-24
Lazio,14,9.541666666666666,Casa,2023-24
Lazio,15,9.153846153846152,Trasferta,2023-24
Lazio,16,15.44,Casa,2023-24
Lazio,17,9.307692307692308,Trasferta,2023-24
Lazio,18,7.793103448275862,Casa,2023-24
Lazio,19,6.5,Trasferta,2023-24
Lazio,20,10.161290322580646,Casa,2023-24
Lazio,21,24.68421052631579,Casa,2023-24
Lazio,22,27.692307692307693,Trasferta,2023-24
Lazio,23,21.384615384615383,Trasferta,2023-24
Lazio,24,37.75,Casa,2023-24
Lazio,25,22.33333333333333,Trasferta,2023-24
Lazio,26,17.4,Trasferta,2023-24
Lazio,27,11.714285714285714,Casa,2023-24
Lazio,28,6.05,Casa,2023-24
Lazio,29,7.357142857142857,Trasferta,2023-24
Lazio,30,6.375,Casa,2023-24
Lazio,31,10.041666666666666,Trasferta,2023-24
Lazio,32,6.96,Casa,2023-24
Lazio,33,8.5625,Trasferta,2023-24
Lazio,34,4.444444444444445,Casa,2023-24
Lazio,35,27.23076923076923,Trasferta,2023-24
Lazio,36,6.846153846153846,Casa,2023-24
Lazio,37,24.4,Trasferta,2023-24
Lazio,38,5.647058823529412,Casa,2023-24
Bologna,1,13.391304347826088,Casa,2023-24
Bologna,2,19.642857142857142,Trasferta,2023-24
Bologna,3,7.55,Casa,2023-24
Bologna,4,10.473684210526317,Trasferta,2023-24
Bologna,5,10.91304347826087,Casa,2023-24
Bologna,6,10.56,Trasferta,2023-24
Bologna,7,13.533333333333331,Casa,2023-24
Bologna,8,13.142857142857142,Trasferta,2023-24
Bologna,9,13.0625,Casa,2023-24
Bologna,10,9.4,Trasferta,2023-24
Bologna,11,16.105263157894736,Casa,2023-24
Bologna,12,6.375,Trasferta,2023-24
Bologna,13,11.409090909090908,Casa,2023-24
Bologna,14,7.758620689655173,Trasferta,2023-24
Bologna,15,7.76,Trasferta,2023-24
Bologna,16,9.571428571428571,Casa,2023-24
Bologna,17,12.555555555555555,Casa,2023-24
Bologna,18,3.1538461538461537,Trasferta,2023-24
Bologna,19,11.307692307692308,Casa,2023-24
Bologna,20,9.681818181818182,Trasferta,2023-24
Bologna,21,16.176470588235293,Trasferta,2023-24
Bologna,22,5.666666666666667,Casa,2023-24
Bologna,23,7.44,Casa,2023-24
Bologna,24,13.933333333333334,Casa,2023-24
Bologna,25,16.125,Trasferta,2023-24
Bologna,26,11.0625,Casa,2023-24
Bologna,27,15.1,Trasferta,2023-24
Bologna,28,10.62962962962963,Casa,2023-24
Bologna,29,7.1,Trasferta,2023-24
Bologna,30,6.032258064516129,Casa,2023-24
Bologna,31,8.105263157894736,Trasferta,2023-24
Bologna,32,9.869565217391305,Casa,2023-24
Bologna,33,23.5,Trasferta,2023-24
Bologna,34,8.3,Casa,2023-24
Bologna,35,13.61904761904762,Trasferta,2023-24
Bologna,36,16.55,Trasferta,2023-24
Bologna,37,15.066666666666666,Casa,2023-24
Bologna,38,11.333333333333334,Trasferta,2023-24
Juventus,1,19.23076923076923,Trasferta,2023-24
Juventus,2,10.363636363636363,Casa,2023-24
Juventus,3,11.130434782608695,Trasferta,2023-24
Juventus,4,25.46153846153846,Casa,2023-24
Juventus,5,7.681818181818182,Trasferta,2023-24
Juventus,6,12.409090909090908,Casa,2023-24
Juventus,7,21.5,Trasferta,2023-24
Juventus,8,23.8,Casa,2023-24
Juventus,9,13.210526315789474,Trasferta,2023-24
Juventus,10,15.210526315789474,Casa,2023-24
Juventus,11,8.5,Trasferta,2023-24
Juventus,12,10.22222222222222,Casa,2023-24
Juventus,13,21.666666666666668,Casa,2023-24
Juventus,14,32.2,Trasferta,2023-24
Juventus,15,20.5,Casa,2023-24
Juventus,16,10.923076923076923,Trasferta,2023-24
Juventus,17,14.5,Trasferta,2023-24
Juventus,18,21.466666666666665,Casa,2023-24
Juventus,19,7.470588235294118,Trasferta,2023-24
Juventus,20,17.68421052631579,Casa,2023-24
Juventus,21,14.142857142857142,Trasferta,2023-24
Juventus,22,22.53333333333333,Casa,2023-24
Juventus,23,22.2,Trasferta,2023-24
Juventus,24,5.25,Casa,2023-24
Juventus,25,12.4375,Trasferta,2023-24
Juventus,26,11.5,Casa,2023-24
Juventus,27,15.84,Trasferta,2023-24
Juventus,28,9.586206896551724,Casa,2023-24
Juventus,29,7.45,Casa,2023-24
Juventus,30,24.07692307692308,Trasferta,2023-24
Juventus,31,18.0,Casa,2023-24
Juventus,32,14.6,Trasferta,2023-24
Juventus,33,5.25,Trasferta,2023-24
Juventus,34,11.952380952380953,Casa,2023-24
Juventus,35,19.3125,Trasferta,2023-24
Juventus,36,5.727272727272728,Casa,2023-24
Juventus,37,10.384615384615383,Trasferta,2023-24
Juventus,38,13.833333333333334,Casa,2023-24
Udinese,1,12.952380952380953,Casa,2023-24
Udinese,2,7.533333333333333,Trasferta,2023-24
Udinese,3,14.142857142857142,Casa,2023-24
Udinese,4,9.80952380952381,Trasferta,2023-24
Udinese,5,10.3,Casa,2023-24
Udinese,6,22.375,Trasferta,2023-24
Udinese,7,7.190476190476191,Casa,2023-24
Udinese,8,9.782608695652174,Trasferta,2023-24
Udinese,9,13.470588235294118,Casa,2023-24
Udinese,10,16.85,Trasferta,2023-24
Udinese,11,21.0,Trasferta,2023-24
Udinese,12,13.958333333333334,Casa,2023-24
Udinese,13,21.94117647058824,Trasferta,2023-24
Udinese,14,9.652173913043478,Casa,2023-24
Udinese,15,127.0,Trasferta,2023-24
Udinese,16,14.1875,Casa,2023-24
Udinese,17,17.875,Trasferta,2023-24
Udinese,18,24.923076923076923,Casa,2023-24
Udinese,19,17.0,Casa,2023-24
Udinese,20,16.5,Trasferta,2023-24
Udinese,21,13.384615384615383,Casa,2023-24
Udinese,22,18.933333333333334,Trasferta,2023-24
Udinese,23,18.157894736842103,Casa,2023-24
Udinese,24,28.22222222222222,Trasferta,2023-24
Udinese,25,11.8,Casa,2023-24
Udinese,26,18.09090909090909,Trasferta,2023-24
Udinese,27,12.61111111111111,Casa,2023-24
Udinese,28,18.33333333333333,Trasferta,2023-24
Udinese,29,16.375,Casa,2023-24
Udinese,30,19.214285714285715,Trasferta,2023-24
Udinese,31,40.2,Casa,2023-24
Udinese,32,28.066666666666663,Casa,2023-24
Udinese,33,10.4375,Trasferta,2023-24
Udinese,34,11.40625,Trasferta,2023-24
Udinese,35,21.875,Casa,2023-24
Udinese,36,14.571428571428571,Trasferta,2023-24
Udinese,37,11.764705882352942,Casa,2023-24
Udinese,38,9.454545454545457,Trasferta,2023-24
Genoa,1,16.08,Casa,2023-24
Genoa,2,26.357142857142858,Trasferta,2023-24
Genoa,3,25.727272727272727,Trasferta,2023-24
Genoa,4,21.357142857142858,Casa,2023-24
Genoa,5,8.576923076923077,Trasferta,2023-24
Genoa,6,35.916666666666664,Casa,2023-24
Genoa,7,10.38095238095238,Trasferta,2023-24
Genoa,8,30.727272727272727,Casa,2023-24
Genoa,9,25.166666666666668,Trasferta,2023-24
Genoa,10,8.791666666666666,Casa,2023-24
Genoa,11,11.166666666666666,Trasferta,2023-24
Genoa,12,10.08695652173913,Casa,2023-24
Genoa,13,11.266666666666667,Trasferta,2023-24
Genoa,14,6.741935483870968,Casa,2023-24
Genoa,15,11.92,Trasferta,2023-24
Genoa,16,13.052631578947368,Casa,2023-24
Genoa,17,10.842105263157896,Trasferta,2023-24
Genoa,18,18.142857142857142,Casa,2023-24
Genoa,19,16.391304347826086,Trasferta,2023-24
Genoa,20,11.68,Casa,2023-24
Genoa,21,15.8,Trasferta,2023-24
Genoa,22,10.227272727272728,Casa,2023-24
Genoa,23,11.55,Trasferta,2023-24
Genoa,24,10.375,Casa,2023-24
Genoa,25,21.63157894736842,Trasferta,2023-24
Genoa,26,8.272727272727273,Casa,2023-24
Genoa,27,15.615384615384617,Trasferta,2023-24
Genoa,28,6.576923076923077,Casa,2023-24
Genoa,29,10.291666666666666,Trasferta,2023-24
Genoa,30,8.4,Casa,2023-24
Genoa,31,11.91304347826087,Trasferta,2023-24
Genoa,32,7.0,Trasferta,2023-24
Genoa,33,24.73333333333333,Casa,2023-24
Genoa,34,5.461538461538462,Casa,2023-24
Genoa,35,16.647058823529413,Trasferta,2023-24
Genoa,36,14.545454545454543,Casa,2023-24
Genoa,37,13.5625,Trasferta,2023-24
Genoa,38,17.857142857142858,Casa,2023-24
Sassuolo,1,12.363636363636363,Casa,2023-24
Sassuolo,2,30.5,Trasferta,2023-24
Sassuolo,3,22.846153846153847,Casa,2023-24
Sassuolo,4,15.352941176470589,Trasferta,2023-24
Sassuolo,5,12.909090909090908,Casa,2023-24
Sassuolo,6,19.33333333333333,Trasferta,2023-24
Sassuolo,7,19.875,Casa,2023-24
Sassuolo,8,8.428571428571429,Trasferta,2023-24
Sassuolo,9,18.105263157894736,Casa,2023-24
Sassuolo,10,16.6,Casa,2023-24
Sassuolo,11,20.142857142857142,Trasferta,2023-24
Sassuolo,12,6.481481481481482,Casa,2023-24
Sassuolo,13,9.291666666666666,Trasferta,2023-24
Sassuolo,14,28.07692307692308,Casa,2023-24
Sassuolo,15,11.77777777777778,Trasferta,2023-24
Sassuolo,16,7.444444444444445,Trasferta,2023-24
Sassuolo,17,20.0,Casa,2023-24
Sassuolo,18,27.0,Trasferta,2023-24
Sassuolo,19,22.1,Casa,2023-24
Sassuolo,20,11.217391304347826,Trasferta,2023-24
Sassuolo,21,20.166666666666668,Trasferta,2023-24
Sassuolo,22,24.1875,Trasferta,2023-24
Sassuolo,23,11.379310344827584,Casa,2023-24
Sassuolo,24,12.833333333333334,Trasferta,2023-24
Sassuolo,25,11.35,Casa,2023-24
Sassuolo,26,90.4,Casa,2023-24
Sassuolo,27,8.523809523809524,Trasferta,2023-24
Sassuolo,28,10.2,Casa,2023-24
Sassuolo,29,19.4,Trasferta,2023-24
Sassuolo,30,10.052631578947368,Casa,2023-24
Sassuolo,31,16.72222222222222,Trasferta,2023-24
Sassuolo,32,11.892857142857142,Casa,2023-24
Sassuolo,33,7.6,Casa,2023-24
Sassuolo,34,24.73333333333333,Trasferta,2023-24
Sassuolo,35,36.5,Casa,2023-24
Sassuolo,36,20.214285714285715,Trasferta,2023-24
Sassuolo,37,10.714285714285714,Casa,2023-24
Sassuolo,38,22.8,Trasferta,2023-24
Napoli,1,11.1,Trasferta,2023-24
Napoli,2,7.391304347826087,Casa,2023-24
Napoli,3,10.04,Casa,2023-24
Napoli,4,5.481481481481482,Trasferta,2023-24
Napoli,5,10.142857142857142,Trasferta,2023-24
Napoli,6,6.206896551724138,Casa,2023-24
Napoli,7,9.5,Trasferta,2023-24
Napoli,8,17.4,Casa,2023-24
Napoli,9,7.458333333333333,Trasferta,2023-24
Napoli,10,13.0,Casa,2023-24
Napoli,11,6.117647058823529,Trasferta,2023-24
Napoli,12,5.653846153846154,Casa,2023-24
Napoli,13,12.9375,Trasferta,2023-24
Napoli,14,14.857142857142858,Casa,2023-24
Napoli,15,7.666666666666667,Trasferta,2023-24
Napoli,16,6.444444444444445,Casa,2023-24
Napoli,17,8.818181818181818,Trasferta,2023-24
Napoli,18,15.0,Casa,2023-24
Napoli,19,22.08333333333333,Trasferta,2023-24
Napoli,20,6.16,Casa,2023-24
Napoli,21,23.9,Trasferta,2023-24
Napoli,22,7.555555555555555,Casa,2023-24
Napoli,23,8.583333333333334,Trasferta,2023-24
Napoli,24,6.35,Casa,2023-24
Napoli,25,3.684210526315789,Trasferta,2023-24
Napoli,26,9.6,Trasferta,2023-24
Napoli,27,12.0,Casa,2023-24
Napoli,28,11.0,Casa,2023-24
Napoli,29,30.88888888888889,Trasferta,2023-24
Napoli,30,14.333333333333334,Casa,2023-24
Napoli,31,7.392857142857143,Trasferta,2023-24
Napoli,32,8.235294117647058,Casa,2023-24
Napoli,33,7.625,Trasferta,2023-24
Napoli,34,10.807692307692308,Casa,2023-24
Napoli,35,6.608695652173913,Trasferta,2023-24
Napoli,36,5.891891891891892,Casa,2023-24
Napoli,37,11.75,Trasferta,2023-24
Napoli,38,5.375,Casa,2023-24
Inter,1,17.666666666666668,Casa,2023-24
Inter,2,7.545454545454546,Trasferta,2023-24
Inter,3,11.93103448275862,Casa,2023-24
Inter,4,18.11111111111111,Casa,2023-24
Inter,5,9.130434782608695,Trasferta,2023-24
Inter,6,8.842105263157896,Casa,2023-24
Inter,7,6.842105263157895,Trasferta,2023-24
Inter,8,9.909090909090908,Casa,2023-24
Inter,9,13.375,Trasferta,2023-24
Inter,10,8.12,Casa,2023-24
Inter,11,15.263157894736842,Trasferta,2023-24
Inter,12,28.58333333333333,Casa,2023-24
Inter,13,9.28,Trasferta,2023-24
Inter,14,13.304347826086955,Trasferta,2023-24
Inter,15,6.0,Casa,2023-24
Inter,16,12.65,Trasferta,2023-24
Inter,17,9.0,Casa,2023-24
Inter,18,16.666666666666668,Trasferta,2023-24
Inter,19,8.88888888888889,Casa,2023-24
Inter,20,17.22222222222222,Trasferta,2023-24
Inter,21,20.142857142857142,Trasferta,2023-24
Inter,22,12.478260869565217,Casa,2023-24
Inter,23,12.681818181818182,Trasferta,2023-24
Inter,24,8.833333333333334,Casa,2023-24
Inter,25,20.7,Trasferta,2023-24
Inter,26,9.818181818181818,Casa,2023-24
Inter,27,22.11111111111111,Casa,2023-24
Inter,28,15.08695652173913,Trasferta,2023-24
Inter,29,9.615384615384617,Casa,2023-24
Inter,30,9.73913043478261,Casa,2023-24
Inter,31,3.8,Trasferta,2023-24
Inter,32,17.833333333333332,Casa,2023-24
Inter,33,13.842105263157896,Trasferta,2023-24
Inter,34,14.5625,Casa,2023-24
Inter,35,12.555555555555555,Trasferta,2023-24
Inter,36,16.5,Trasferta,2023-24
Inter,37,9.869565217391305,Casa,2023-24
Inter,38,14.727272727272728,Trasferta,2023-24
Atalanta,1,11.153846153846152,Trasferta,2023-24
Atalanta,2,7.407407407407407,Trasferta,2023-24
Atalanta,3,20.0,Casa,2023-24
Atalanta,4,12.090909090909092,Trasferta,2023-24
Atalanta,5,11.578947368421051,Casa,2023-24
Atalanta,6,6.75,Trasferta,2023-24
Atalanta,7,12.678571428571429,Casa,2023-24
Atalanta,8,19.066666666666663,Trasferta,2023-24
Atalanta,9,10.045454545454543,Casa,2023-24
Atalanta,10,11.947368421052632,Trasferta,2023-24
Atalanta,11,14.944444444444445,Casa,2023-24
Atalanta,12,5.068965517241379,Trasferta,2023-24
Atalanta,13,13.608695652173912,Casa,2023-24
Atalanta,14,9.827586206896552,Trasferta,2023-24
Atalanta,15,17.857142857142858,Casa,2023-24
Atalanta,16,13.095238095238097,Casa,2023-24
Atalanta,17,15.083333333333334,Trasferta,2023-24
Atalanta,18,6.444444444444445,Casa,2023-24
Atalanta,19,13.25,Trasferta,2023-24
Atalanta,20,13.958333333333334,Casa,2023-24
Atalanta,21,7.6923076923076925,Casa,2023-24
Atalanta,22,12.384615384615383,Casa,2023-24
Atalanta,23,14.894736842105264,Trasferta,2023-24
Atalanta,24,10.904761904761903,Casa,2023-24
Atalanta,25,14.26923076923077,Trasferta,2023-24
Atalanta,26,16.48148148148148,Trasferta,2023-24
Atalanta,27,11.074074074074074,Casa,2023-24
Atalanta,28,14.35,Trasferta,2023-24
Atalanta,29,20.05555555555556,Trasferta,2023-24
Atalanta,30,4.0,Trasferta,2023-24
Atalanta,31,14.0,Casa,2023-24
Atalanta,32,13.423076923076923,Trasferta,2023-24
Atalanta,33,5.807692307692308,Casa,2023-24
Atalanta,34,7.157894736842105,Trasferta,2023-24
Atalanta,35,9.68,Casa,2023-24
Atalanta,36,7.621621621621622,Trasferta,2023-24
Atalanta,37,12.96551724137931,Casa,2023-24
Atalanta,38,15.352941176470589,Casa,2023-24
Empoli,1,10.166666666666666,Casa,2023-24
Empoli,2,18.214285714285715,Trasferta,2023-24
Empoli,3,12.333333333333334,Casa,2023-24
Empoli,4,15.185185185185183,Trasferta,2023-24
Empoli,5,14.65,Casa,2023-24
Empoli,6,7.0285714285714285,Casa,2023-24
Empoli,7,12.64,Trasferta,2023-24
Empoli,8,6.318181818181818,Casa,2023-24
Empoli,9,13.347826086956522,Trasferta,2023-24
Empoli,10,12.0,Casa,2023-24
Empoli,11,17.529411764705884,Trasferta,2023-24
Empoli,12,14.5,Trasferta,2023-24
Empoli,13,5.935483870967742,Casa,2023-24
Empoli,14,7.423076923076923,Trasferta,2023-24
Empoli,15,6.769230769230769,Casa,2023-24
Empoli,16,11.55,Trasferta,2023-24
Empoli,17,12.294117647058824,Casa,2023-24
Empoli,18,6.3478260869565215,Trasferta,2023-24
Empoli,19,13.310344827586206,Casa,2023-24
Empoli,20,5.24,Trasferta,2023-24
Empoli,21,23.25,Casa,2023-24
Empoli,22,12.526315789473683,Trasferta,2023-24
Empoli,23,16.27777777777778,Casa,2023-24
Empoli,24,15.285714285714286,Trasferta,2023-24
Empoli,25,13.0,Casa,2023-24
Empoli,26,18.307692307692307,Trasferta,2023-24
Empoli,27,15.2,Casa,2023-24
Empoli,28,14.772727272727272,Trasferta,2023-24
Empoli,29,15.92,Casa,2023-24
Empoli,30,18.5,Trasferta,2023-24
Empoli,31,14.523809523809524,Casa,2023-24
Empoli,32,9.857142857142858,Trasferta,2023-24
Empoli,33,14.8,Casa,2023-24
Empoli,34,8.538461538461538,Trasferta,2023-24
Empoli,35,7.227272727272727,Casa,2023-24
Empoli,36,18.8,Trasferta,2023-24
Empoli,37,6.647058823529412,Trasferta,2023-24
Empoli,38,12.51851851851852,Casa,2023-24
Fiorentina,1,10.1875,Trasferta,2023-24
Fiorentina,2,5.769230769230769,Casa,2023-24
Fiorentina,3,15.142857142857142,Trasferta,2023-24
Fiorentina,4,9.04,Casa,2023-24
Fiorentina,5,13.0,Trasferta,2023-24
Fiorentina,6,8.35483870967742,Trasferta,2023-24
Fiorentina,7,15.866666666666667,Casa,2023-24
Fiorentina,8,14.52,Trasferta,2023-24
Fiorentina,9,5.2727272727272725,Casa,2023-24
Fiorentina,10,10.964285714285714,Trasferta,2023-24
Fiorentina,11,8.0,Casa,2023-24
Fiorentina,12,11.129032258064516,Casa,2023-24
Fiorentina,13,12.105263157894736,Trasferta,2023-24
Fiorentina,14,8.266666666666667,Casa,2023-24
Fiorentina,15,7.916666666666667,Trasferta,2023-24
Fiorentina,16,4.636363636363637,Casa,2023-24
Fiorentina,17,12.791666666666666,Trasferta,2023-24
Fiorentina,18,19.1,Casa,2023-24
Fiorentina,19,6.666666666666667,Trasferta,2023-24
Fiorentina,20,3.71875,Casa,2023-24
Fiorentina,21,14.055555555555555,Casa,2023-24
Fiorentina,22,7.375,Trasferta,2023-24
Fiorentina,23,9.9,Casa,2023-24
Fiorentina,24,17.304347826086957,Trasferta,2023-24
Fiorentina,25,8.75,Trasferta,2023-24
Fiorentina,26,15.045454545454543,Casa,2023-24
Fiorentina,27,7.705882352941177,Trasferta,2023-24
Fiorentina,28,23.176470588235293,Casa,2023-24
Fiorentina,29,21.4,Casa,2023-24
Fiorentina,30,11.11111111111111,Trasferta,2023-24
Fiorentina,31,9.941176470588236,Casa,2023-24
Fiorentina,32,8.25,Trasferta,2023-24
Fiorentina,33,9.421052631578949,Casa,2023-24
Fiorentina,34,6.0,Trasferta,2023-24
Fiorentina,35,11.96,Casa,2023-24
Fiorentina,36,8.3,Casa,2023-24
Fiorentina,37,7.375,Trasferta,2023-24
Fiorentina,38,10.923076923076923,Trasferta,2023-24
AC Milan,1,28.416666666666668,Trasferta,2023-24
AC Milan,2,12.8125,Casa,2023-24
AC Milan,3,12.764705882352942,Trasferta,2023-24
AC Milan,4,11.588235294117649,Trasferta,2023-24
AC Milan,5,10.526315789473683,Casa,2023-24
AC Milan,6,19.666666666666668,Trasferta,2023-24
AC Milan,7,8.5,Casa,2023-24
AC Milan,8,11.944444444444445,Trasferta,2023-24
AC Milan,9,12.052631578947368,Casa,2023-24
AC Milan,10,12.947368421052632,Trasferta,2023-24
AC Milan,11,4.652173913043479,Casa,2023-24
AC Milan,12,7.8,Trasferta,2023-24
AC Milan,13,10.125,Casa,2023-24
AC Milan,14,11.454545454545457,Casa,2023-24
AC Milan,15,8.703703703703704,Trasferta,2023-24
AC Milan,16,29.2,Casa,2023-24
AC Milan,17,6.190476190476191,Trasferta,2023-24
AC Milan,18,11.375,Casa,2023-24
AC Milan,19,11.705882352941176,Trasferta,2023-24
AC Milan,20,15.77777777777778,Casa,2023-24
AC Milan,21,3.625,Trasferta,2023-24
AC Milan,22,14.7,Casa,2023-24
AC Milan,23,13.5,Trasferta,2023-24
AC Milan,24,20.235294117647054,Casa,2023-24
AC Milan,25,15.476190476190476,Trasferta,2023-24
AC Milan,26,8.105263157894736,Casa,2023-24
AC Milan,27,5.857142857142857,Trasferta,2023-24
AC Milan,28,6.878787878787879,Casa,2023-24
AC Milan,29,10.210526315789474,Trasferta,2023-24
AC Milan,30,10.210526315789474,Trasferta,2023-24
AC Milan,31,8.071428571428571,Casa,2023-24
AC Milan,32,6.352941176470588,Trasferta,2023-24
AC Milan,33,17.5,Casa,2023-24
AC Milan,34,17.866666666666667,Trasferta,2023-24
AC Milan,35,14.2,Casa,2023-24
AC Milan,36,9.863636363636363,Casa,2023-24
AC Milan,37,8.5,Trasferta,2023-24
AC Milan,38,8.944444444444445,Casa,2023-24
Frosinone,1,20.785714285714285,Casa,2023-24
Frosinone,2,16.095238095238095,Casa,2023-24
Frosinone,3,8.19047619047619,Trasferta,2023-24
Frosinone,4,9.105263157894736,Casa,2023-24
Frosinone,5,6.814814814814815,Trasferta,2023-24
Frosinone,6,11.72222222222222,Casa,2023-24
Frosinone,7,12.047619047619047,Trasferta,2023-24
Frosinone,8,11.0,Casa,2023-24
Frosinone,9,14.947368421052632,Trasferta,2023-24
Frosinone,10,11.125,Trasferta,2023-24
Frosinone,11,12.928571428571429,Casa,2023-24
Frosinone,12,11.192307692307692,Trasferta,2023-24
Frosinone,13,15.066666666666666,Casa,2023-24
Frosinone,14,10.153846153846152,Trasferta,2023-24
Frosinone,15,6.846153846153846,Casa,2023-24
Frosinone,16,5.0344827586206895,Trasferta,2023-24
Frosinone,17,18.9,Casa,2023-24
Frosinone,18,9.379310344827584,Trasferta,2023-24
Frosinone,19,8.043478260869565,Casa,2023-24
Frosinone,20,17.25,Trasferta,2023-24
Frosinone,21,7.7894736842105265,Casa,2023-24
