Squadra,Giornata,PPDA,Casa/Trasferta,Anno
Frosinone,22,12.529411764705882,Trasferta,2023-24
Frosinone,23,19.0625,Casa,2023-24
Frosinone,24,18.454545454545453,Trasferta,2023-24
Frosinone,25,14.043478260869565,Casa,2023-24
Frosinone,26,23.647058823529413,Trasferta,2023-24
Frosinone,27,5.45,Casa,2023-24
Frosinone,28,10.375,Trasferta,2023-24
Frosinone,29,21.428571428571427,Casa,2023-24
Frosinone,30,8.08,Trasferta,2023-24
Frosinone,31,17.272727272727273,Casa,2023-24
Frosinone,32,18.77777777777778,Trasferta,2023-24
Frosinone,33,9.909090909090908,Trasferta,2023-24
Frosinone,34,14.6,Casa,2023-24
Frosinone,35,10.5,Trasferta,2023-24
Frosinone,36,44.11111111111112,Casa,2023-24
Frosinone,37,19.45,Trasferta,2023-24
Frosinone,38,7.933333333333334,Casa,2023-24
Torino,1,13.76923076923077,Casa,2023-24
Torino,2,15.61904761904762,Trasferta,2023-24
Torino,3,8.88888888888889,Casa,2023-24
Torino,4,11.863636363636363,Trasferta,2023-24
Torino,5,15.454545454545457,Casa,2023-24
Torino,6,15.7,Trasferta,2023-24
Torino,7,11.6875,Casa,2023-24
Torino,8,11.041666666666666,Trasferta,2023-24
Torino,9,14.2,Casa,2023-24
Torino,10,10.210526315789474,Trasferta,2023-24
Torino,11,11.5,Casa,2023-24
Torino,12,7.4375,Trasferta,2023-24
Torino,13,9.523809523809524,Trasferta,2023-24
Torino,14,11.894736842105264,Casa,2023-24
Torino,15,8.428571428571429,Trasferta,2023-24
Torino,16,11.714285714285714,Casa,2023-24
Torino,17,5.666666666666667,Casa,2023-24
Torino,18,15.583333333333334,Trasferta,2023-24
Torino,19,21.23076923076923,Casa,2023-24
Torino,20,7.9,Trasferta,2023-24
Torino,21,10.625,Trasferta,2023-24
Torino,22,6.7,Casa,2023-24
Torino,23,11.928571428571429,Trasferta,2023-24
Torino,24,6.068965517241379,Casa,2023-24
Torino,25,17.0625,Casa,2023-24
Torino,26,18.789473684210527,Trasferta,2023-24
Torino,27,17.214285714285715,Casa,2023-24
Torino,28,12.833333333333334,Trasferta,2023-24
Torino,29,7.64,Trasferta,2023-24
Torino,30,11.5,Casa,2023-24
Torino,31,6.5,Trasferta,2023-24
Torino,32,10.851851851851851,Casa,2023-24
Torino,33,11.529411764705882,Casa,2023-24
Torino,34,22.294117647058822,Trasferta,2023-24
Torino,35,11.73076923076923,Casa,2023-24
Torino,36,11.75,Trasferta,2023-24
Torino,37,12.666666666666666,Casa,2023-24
Torino,38,10.941176470588236,Trasferta,2023-24
Cagliari,1,11.208333333333334,Trasferta,2023-24
Cagliari,2,40.0,Casa,2023-24
Cagliari,3,32.53846153846154,Trasferta,2023-24
Cagliari,4,12.181818181818182,Casa,2023-24
Cagliari,5,16.22222222222222,Trasferta,2023-24
Cagliari,6,19.23809523809524,Casa,2023-24
Cagliari,7,19.789473684210527,Trasferta,2023-24
Cagliari,8,11.529411764705882,Casa,2023-24
Cagliari,9,8.736842105263158,Trasferta,2023-24
Cagliari,10,16.473684210526315,Casa,2023-24
Cagliari,11,18.764705882352946,Casa,2023-24
Cagliari,12,26.857142857142858,Trasferta,2023-24
Cagliari,13,18.94117647058824,Casa,2023-24
Cagliari,14,18.0,Trasferta,2023-24
Cagliari,15,4.551724137931035,Casa,2023-24
Cagliari,16,29.4,Trasferta,2023-24
Cagliari,17,12.565217391304348,Trasferta,2023-24
Cagliari,18,8.954545454545455,Casa,2023-24
Cagliari,19,6.285714285714286,Trasferta,2023-24
Cagliari,20,17.476190476190474,Casa,2023-24
Cagliari,21,12.65,Trasferta,2023-24
Cagliari,22,9.136363636363637,Casa,2023-24
Cagliari,23,13.08695652173913,Trasferta,2023-24
Cagliari,24,26.642857142857142,Casa,2023-24
Cagliari,25,14.4,Trasferta,2023-24
Cagliari,26,15.272727272727272,Casa,2023-24
Cagliari,27,13.75,Trasferta,2023-24
Cagliari,28,17.11111111111111,Casa,2023-24
Cagliari,29,23.53333333333333,Trasferta,2023-24
Cagliari,30,7.478260869565218,Casa,2023-24
Cagliari,31,11.583333333333334,Casa,2023-24
Cagliari,32,27.09090909090909,Trasferta,2023-24
Cagliari,33,14.666666666666666,Casa,2023-24
Cagliari,34,18.294117647058822,Trasferta,2023-24
Cagliari,35,15.333333333333334,Casa,2023-24
Cagliari,36,25.352941176470587,Trasferta,2023-24
Cagliari,37,8.61111111111111,Trasferta,2023-24
Cagliari,38,10.5,Casa,2023-24
Lecce,1,15.714285714285714,Casa,2023-24
Lecce,2,9.466666666666669,Trasferta,2023-24
Lecce,3,6.5,Casa,2023-24
Lecce,4,12.61111111111111,Trasferta,2023-24
Lecce,5,11.333333333333334,Casa,2023-24
Lecce,6,12.4,Trasferta,2023-24
Lecce,7,13.05,Casa,2023-24
Lecce,8,8.428571428571429,Casa,2023-24
Lecce,9,6.739130434782608,Trasferta,2023-24
Lecce,10,10.590909090909092,Casa,2023-24
Lecce,11,13.666666666666666,Trasferta,2023-24
Lecce,12,10.22222222222222,Casa,2023-24
Lecce,13,7.3478260869565215,Trasferta,2023-24
Lecce,14,13.833333333333334,Casa,2023-24
Lecce,15,15.5,Trasferta,2023-24
Lecce,16,8.866666666666667,Casa,2023-24
Lecce,17,15.916666666666666,Trasferta,2023-24
Lecce,18,11.884615384615383,Trasferta,2023-24
Lecce,19,7.56,Casa,2023-24
Lecce,20,12.52,Trasferta,2023-24
Lecce,21,14.588235294117649,Casa,2023-24
Lecce,22,10.473684210526317,Trasferta,2023-24
Lecce,23,11.68421052631579,Casa,2023-24
Lecce,24,14.407407407407408,Trasferta,2023-24
Lecce,25,12.875,Trasferta,2023-24
Lecce,26,17.9,Casa,2023-24
Lecce,27,13.705882352941176,Trasferta,2023-24
Lecce,28,5.421052631578948,Casa,2023-24
Lecce,29,18.0,Trasferta,2023-24
Lecce,30,15.947368421052632,Casa,2023-24
Lecce,31,30.214285714285715,Trasferta,2023-24
Lecce,32,10.0,Casa,2023-24
Lecce,33,9.36842105263158,Trasferta,2023-24
Lecce,34,9.0,Casa,2023-24
Lecce,35,4.294117647058823,Trasferta,2023-24
Lecce,36,6.588235294117647,Casa,2023-24
Lecce,37,18.352941176470587,Casa,2023-24
Lecce,38,21.166666666666668,Trasferta,2023-24
Salernitana,1,22.25,Trasferta,2023-24
Salernitana,2,9.0,Casa,2023-24
Salernitana,3,8.368421052631579,Trasferta,2023-24
Salernitana,4,9.0,Casa,2023-24
Salernitana,5,10.571428571428571,Casa,2023-24
Salernitana,6,6.5,Trasferta,2023-24
Salernitana,7,20.57894736842105,Casa,2023-24
Salernitana,8,15.695652173913045,Trasferta,2023-24
Salernitana,9,11.411764705882351,Casa,2023-24
Salernitana,10,9.923076923076923,Trasferta,2023-24
Salernitana,11,11.923076923076923,Casa,2023-24
Salernitana,12,13.68421052631579,Trasferta,2023-24
Salernitana,13,20.0,Casa,2023-24
Salernitana,14,14.055555555555555,Trasferta,2023-24
Salernitana,15,13.612903225806452,Casa,2023-24
Salernitana,16,15.375,Trasferta,2023-24
Salernitana,17,25.0,Casa,2023-24
Salernitana,18,10.105263157894736,Trasferta,2023-24
Salernitana,19,26.63636363636364,Casa,2023-24
Salernitana,20,22.823529411764707,Trasferta,2023-24
Salernitana,21,10.941176470588236,Casa,2023-24
Salernitana,22,19.65,Casa,2023-24
Salernitana,23,37.25,Trasferta,2023-24
Salernitana,24,12.058823529411764,Casa,2023-24
Salernitana,25,40.5,Trasferta,2023-24
Salernitana,26,26.142857142857142,Casa,2023-24
Salernitana,27,11.052631578947368,Trasferta,2023-24
Salernitana,28,8.714285714285714,Trasferta,2023-24
Salernitana,29,15.7,Casa,2023-24
Salernitana,30,26.210526315789476,Trasferta,2023-24
Salernitana,31,14.642857142857142,Casa,2023-24
Salernitana,32,29.071428571428573,Trasferta,2023-24
Salernitana,33,16.61904761904762,Casa,2023-24
Salernitana,34,13.142857142857142,Trasferta,2023-24
Salernitana,35,15.954545454545457,Casa,2023-24
Salernitana,36,13.454545454545457,Trasferta,2023-24
Salernitana,37,11.0625,Casa,2023-24
Salernitana,38,18.11111111111111,Trasferta,2023-24
Monza,1,14.11111111111111,Trasferta,2023-24
Monza,2,9.36,Casa,2023-24
Monza,3,13.27777777777778,Trasferta,2023-24
Monza,4,8.04,Casa,2023-24
Monza,5,21.166666666666668,Trasferta,2023-24
Monza,6,17.647058823529413,Casa,2023-24
Monza,7,14.642857142857142,Trasferta,2023-24
Monza,8,10.625,Casa,2023-24
Monza,9,13.4,Trasferta,2023-24
Monza,10,10.727272727272728,Casa,2023-24
Monza,11,12.8125,Trasferta,2023-24
Monza,12,20.8,Casa,2023-24
Monza,13,7.636363636363637,Trasferta,2023-24
Monza,14,9.125,Casa,2023-24
Monza,15,19.615384615384617,Casa,2023-24
Monza,16,12.476190476190476,Trasferta,2023-24
Monza,17,18.0,Casa,2023-24
Monza,18,11.904761904761903,Trasferta,2023-24
Monza,19,11.5,Trasferta,2023-24
Monza,20,26.25,Casa,2023-24
Monza,21,10.428571428571429,Trasferta,2023-24
Monza,22,10.0,Casa,2023-24
Monza,23,9.416666666666666,Trasferta,2023-24
Monza,24,10.65,Casa,2023-24
Monza,25,21.166666666666668,Casa,2023-24
Monza,26,17.833333333333332,Trasferta,2023-24
Monza,27,20.133333333333333,Casa,2023-24
Monza,28,25.09090909090909,Trasferta,2023-24
Monza,29,9.3,Casa,2023-24
Monza,30,31.5,Trasferta,2023-24
Monza,31,28.7,Casa,2023-24
Monza,32,25.75,Trasferta,2023-24
Monza,33,13.933333333333334,Casa,2023-24
Monza,34,11.363636363636363,Trasferta,2023-24
Monza,35,18.307692307692307,Casa,2023-24
Monza,36,14.0,Trasferta,2023-24
Monza,37,6.0,Casa,2023-24
Monza,38,7.866666666666666,Trasferta,2023-24
Verona,1,12.541666666666666,Casa,2022-23
Verona,2,6.148148148148148,Trasferta,2022-23
Verona,3,5.709677419354839,Casa,2022-23
Verona,4,7.380952380952381,Trasferta,2022-23
Verona,5,6.2727272727272725,Casa,2022-23
Verona,6,8.8125,Trasferta,2022-23
Verona,7,5.65,Trasferta,2022-23
Verona,8,21.0,Casa,2022-23
Verona,9,7.545454545454546,Trasferta,2022-23
Verona,10,14.133333333333333,Casa,2022-23
Verona,11,9.0,Trasferta,2022-23
Verona,12,24.133333333333333,Casa,2022-23
Verona,13,17.142857142857142,Trasferta,2022-23
Verona,14,13.88888888888889,Casa,2022-23
Verona,15,10.72222222222222,Casa,2022-23
Verona,16,13.608695652173912,Trasferta,2022-23
Verona,17,9.166666666666666,Casa,2022-23
Verona,18,17.944444444444443,Trasferta,2022-23
Verona,19,9.0,Casa,2022-23
Verona,20,10.421052631578949,Trasferta,2022-23
Verona,21,13.0,Casa,2022-23
Verona,22,11.869565217391305,Casa,2022-23
Verona,23,6.821428571428571,Trasferta,2022-23
Verona,24,9.173913043478262,Casa,2022-23
Verona,25,17.785714285714285,Trasferta,2022-23
Verona,26,16.666666666666668,Casa,2022-23
Verona,27,8.75,Trasferta,2022-23
Verona,28,9.0,Trasferta,2022-23
Verona,29,14.294117647058824,Casa,2022-23
Verona,30,30.0,Trasferta,2022-23
Verona,31,28.142857142857142,Casa,2022-23
Verona,32,13.0,Trasferta,2022-23
Verona,33,58.77777777777778,Casa,2022-23
Verona,34,8.6,Trasferta,2022-23
Verona,35,13.25,Casa,2022-23
Verona,36,16.8,Trasferta,2022-23
Verona,37,11.296296296296296,Casa,2022-23
Verona,38,28.857142857142858,Trasferta,2022-23
Roma,1,12.666666666666666,Trasferta,2022-23
Roma,2,17.615384615384617,Casa,2022-23
Roma,3,18.529411764705884,Trasferta,2022-23
Roma,4,19.823529411764707,Casa,2022-23
Roma,5,14.214285714285714,Trasferta,2022-23
Roma,6,9.391304347826088,Trasferta,2022-23
Roma,7,23.25,Casa,2022-23
Roma,8,22.125,Trasferta,2022-23
Roma,9,4.741935483870968,Casa,2022-23
Roma,10,7.862068965517241,Trasferta,2022-23
Roma,11,10.125,Casa,2022-23
Roma,12,5.909090909090909,Trasferta,2022-23
Roma,13,6.6,Casa,2022-23
Roma,14,8.296296296296296,Trasferta,2022-23
Roma,15,12.173913043478262,Casa,2022-23
Roma,16,22.0,Casa,2022-23
Roma,17,15.61904761904762,Trasferta,2022-23
Roma,18,11.217391304347826,Casa,2022-23
Roma,19,13.857142857142858,Trasferta,2022-23
Roma,20,18.944444444444443,Trasferta,2022-23
Roma,21,16.529411764705884,Casa,2022-23
Roma,22,12.0,Trasferta,2022-23
Roma,23,8.142857142857142,Casa,2022-23
Roma,24,7.842105263157895,Trasferta,2022-23
Roma,25,18.15,Casa,2022-23
Roma,26,9.68,Casa,2022-23
Roma,27,20.25,Trasferta,2022-23
Roma,28,11.85,Casa,2022-23
Roma,29,23.214285714285715,Trasferta,2022-23
Roma,30,13.75,Casa,2022-23
Roma,31,10.38888888888889,Trasferta,2022-23
Roma,32,15.791666666666666,Casa,2022-23
Roma,33,7.631578947368421,Trasferta,2022-23
Roma,34,13.652173913043478,Casa,2022-23
Roma,35,24.105263157894736,Trasferta,2022-23
Roma,36,8.76923076923077,Casa,2022-23
Roma,37,20.928571428571427,Trasferta,2022-23
Roma,38,5.25,Casa,2022-23
Lazio,1,9.96551724137931,Casa,2022-23
Lazio,2,16.57894736842105,Trasferta,2022-23
Lazio,3,25.857142857142858,Casa,2022-23
Lazio,4,18.11111111111111,Trasferta,2022-23
Lazio,5,20.55,Casa,2022-23
Lazio,6,13.545454545454543,Casa,2022-23
Lazio,7,12.823529411764708,Trasferta,2022-23
Lazio,8,24.4,Casa,2022-23
Lazio,9,25.0,Trasferta,2022-23
Lazio,10,9.5,Casa,2022-23
Lazio,11,13.421052631578949,Trasferta,2022-23
Lazio,12,12.9,Casa,2022-23
Lazio,13,17.142857142857142,Trasferta,2022-23
Lazio,14,18.59090909090909,Casa,2022-23
Lazio,15,13.173913043478262,Trasferta,2022-23
Lazio,16,10.0,Trasferta,2022-23
Lazio,17,15.826086956521738,Casa,2022-23
Lazio,18,16.333333333333332,Trasferta,2022-23
Lazio,19,10.0,Casa,2022-23
Lazio,20,13.10344827586207,Casa,2022-23
Lazio,21,6.608695652173913,Trasferta,2022-23
Lazio,22,7.379310344827586,Casa,2022-23
Lazio,23,24.272727272727277,Trasferta,2022-23
Lazio,24,9.551724137931034,Casa,2022-23
Lazio,25,28.294117647058822,Trasferta,2022-23
Lazio,26,20.045454545454547,Trasferta,2022-23
Lazio,27,6.857142857142857,Casa,2022-23
Lazio,28,21.09523809523809,Trasferta,2022-23
Lazio,29,15.894736842105264,Casa,2022-23
Lazio,30,20.65,Trasferta,2022-23
Lazio,31,21.3125,Casa,2022-23
Lazio,32,16.666666666666668,Trasferta,2022-23
Lazio,33,14.863636363636363,Casa,2022-23
Lazio,34,13.678571428571429,Trasferta,2022-23
Lazio,35,8.5,Casa,2022-23
Lazio,36,11.363636363636363,Trasferta,2022-23
Lazio,37,8.848484848484848,Casa,2022-23
Lazio,38,8.065217391304348,Trasferta,2022-23
Bologna,1,7.083333333333333,Trasferta,2022-23
Bologna,2,8.6875,Casa,2022-23
Bologna,3,10.15,Trasferta,2022-23
Bologna,4,7.08,Casa,2022-23
Bologna,5,19.5,Trasferta,2022-23
Bologna,6,21.454545454545453,Casa,2022-23
Bologna,7,6.352941176470588,Casa,2022-23
Bologna,8,10.043478260869565,Trasferta,2022-23
Bologna,9,6.52,Casa,2022-23
Bologna,10,13.411764705882351,Trasferta,2022-23
Bologna,11,10.5,Casa,2022-23
Bologna,12,12.4,Trasferta,2022-23
Bologna,13,11.263157894736842,Casa,2022-23
Bologna,14,34.4,Trasferta,2022-23
Bologna,15,10.833333333333334,Casa,2022-23
Bologna,16,8.37037037037037,Trasferta,2022-23
Bologna,17,14.555555555555555,Casa,2022-23
Bologna,18,8.041666666666666,Trasferta,2022-23
Bologna,19,5.260869565217392,Casa,2022-23
Bologna,20,8.956521739130435,Casa,2022-23
Bologna,21,6.682926829268292,Trasferta,2022-23
Bologna,22,4.666666666666667,Casa,2022-23
Bologna,23,9.125,Trasferta,2022-23
Bologna,24,15.85,Casa,2022-23
Bologna,25,18.58333333333333,Trasferta,2022-23
Bologna,26,13.521739130434783,Casa,2022-23
Bologna,27,9.037037037037036,Trasferta,2022-23
Bologna,28,7.638888888888889,Casa,2022-23
Bologna,29,13.0,Trasferta,2022-23
Bologna,30,10.0,Casa,2022-23
Bologna,31,4.7727272727272725,Trasferta,2022-23
Bologna,32,9.666666666666666,Casa,2022-23
Bologna,33,5.619047619047619,Trasferta,2022-23
Bologna,34,17.3125,Trasferta,2022-23
Bologna,35,6.5,Casa,2022-23
Bologna,36,11.842105263157896,Trasferta,2022-23
Bologna,37,10.533333333333331,Casa,2022-23
Bologna,38,16.25,Trasferta,2022-23
Juventus,1,20.615384615384617,Casa,2022-23
Juventus,2,12.15,Trasferta,2022-23
Juventus,3,7.74074074074074,Casa,2022-23
Juventus,4,12.227272727272728,Casa,2022-23
Juventus,5,17.083333333333332,Trasferta,2022-23
Juventus,6,10.77777777777778,Casa,2022-23
Juventus,7,12.045454545454543,Trasferta,2022-23
Juventus,8,19.4,Casa,2022-23
Juventus,9,9.117647058823527,Trasferta,2022-23
Juventus,10,9.92,Trasferta,2022-23
Juventus,11,14.863636363636363,Casa,2022-23
Juventus,12,8.411764705882353,Trasferta,2022-23
Juventus,13,11.36,Casa,2022-23
Juventus,14,11.692307692307692,Trasferta,2022-23
Juventus,15,17.363636363636363,Casa,2022-23
Juventus,16,9.375,Trasferta,2022-23
Juventus,17,11.666666666666666,Casa,2022-23
Juventus,18,10.3125,Trasferta,2022-23
Juventus,19,14.05,Casa,2022-23
Juventus,20,17.904761904761905,Casa,2022-23
Juventus,21,16.473684210526315,Trasferta,2022-23
Juventus,22,17.0,Casa,2022-23
Juventus,23,14.055555555555555,Trasferta,2022-23
Juventus,24,26.53846153846154,Casa,2022-23
Juventus,25,9.583333333333334,Trasferta,2022-23
Juventus,26,12.0,Casa,2022-23
Juventus,27,16.238095238095237,Trasferta,2022-23
Juventus,28,8.826086956521738,Casa,2022-23
Juventus,29,11.947368421052632,Trasferta,2022-23
Juventus,30,13.4,Trasferta,2022-23
Juventus,31,23.0,Casa,2022-23
Juventus,32,22.357142857142858,Trasferta,2022-23
Juventus,33,14.0625,Casa,2022-23
Juventus,34,11.428571428571429,Trasferta,2022-23
Juventus,35,6.64,Casa,2022-23
Juventus,36,4.868421052631579,Trasferta,2022-23
Juventus,37,13.136363636363637,Casa,2022-23
Juventus,38,9.333333333333334,Trasferta,2022-23
Udinese,1,12.583333333333334,Trasferta,2022-23
Udinese,2,16.571428571428573,Casa,2022-23
Udinese,3,11.423076923076923,Trasferta,2022-23
Udinese,4,16.12,Casa,2022-23
Udinese,5,13.166666666666666,Casa,2022-23
Udinese,6,4.538461538461538,Trasferta,2022-23
Udinese,7,10.4,Casa,2022-23
Udinese,8,6.235294117647059,Trasferta,2022-23
Udinese,9,8.619047619047619,Casa,2022-23
Udinese,10,18.666666666666668,Trasferta,2022-23
Udinese,11,9.6,Casa,2022-23
Udinese,12,12.833333333333334,Trasferta,2022-23
Udinese,13,7.578947368421052,Casa,2022-23
Udinese,14,13.0,Trasferta,2022-23
Udinese,15,28.866666666666667,Trasferta,2022-23
Udinese,16,7.464285714285714,Casa,2022-23
Udinese,17,13.36842105263158,Trasferta,2022-23
Udinese,18,12.6875,Casa,2022-23
Udinese,19,11.166666666666666,Trasferta,2022-23
Udinese,20,10.823529411764708,Casa,2022-23
Udinese,21,20.846153846153847,Trasferta,2022-23
Udinese,22,12.791666666666666,Casa,2022-23
Udinese,23,13.6,Trasferta,2022-23
Udinese,24,10.038461538461538,Casa,2022-23
Udinese,25,20.25,Trasferta,2022-23
Udinese,26,10.6,Trasferta,2022-23
Udinese,27,14.0,Casa,2022-23
Udinese,28,14.904761904761903,Trasferta,2022-23
Udinese,29,19.6,Casa,2022-23
Udinese,30,11.842105263157896,Trasferta,2022-23
Udinese,31,11.347826086956522,Casa,2022-23
Udinese,32,7.733333333333333,Trasferta,2022-23
Udinese,33,22.5,Casa,2022-23
Udinese,34,15.125,Casa,2022-23
Udinese,35,11.444444444444445,Trasferta,2022-23
Udinese,36,26.866666666666667,Casa,2022-23
Udinese,37,7.137931034482759,Trasferta,2022-23
Udinese,38,20.846153846153847,Casa,2022-23
Sampdoria,1,9.347826086956522,Casa,2022-23
Sampdoria,2,22.428571428571427,Casa,2022-23
Sampdoria,3,8.142857142857142,Trasferta,2022-23
Sampdoria,4,20.77777777777778,Casa,2022-23
Sampdoria,5,7.571428571428571,Trasferta,2022-23
Sampdoria,6,11.6,Casa,2022-23
Sampdoria,7,8.636363636363637,Trasferta,2022-23
Sampdoria,8,10.826086956521738,Casa,2022-23
Sampdoria,9,6.866666666666666,Trasferta,2022-23
Sampdoria,10,5.344827586206897,Casa,2022-23
Sampdoria,11,7.869565217391305,Trasferta,2022-23
Sampdoria,12,13.652173913043478,Trasferta,2022-23
Sampdoria,13,11.476190476190476,Casa,2022-23
Sampdoria,14,8.5,Trasferta,2022-23
Sampdoria,15,6.947368421052632,Casa,2022-23
Sampdoria,16,12.24,Trasferta,2022-23
Sampdoria,17,16.9,Casa,2022-23
Sampdoria,18,8.029411764705882,Trasferta,2022-23
Sampdoria,19,8.428571428571429,Casa,2022-23
Sampdoria,20,17.65,Trasferta,2022-23
Sampdoria,21,20.210526315789476,Trasferta,2022-23
Sampdoria,22,24.25,Casa,2022-23
Sampdoria,23,10.575757575757576,Casa,2022-23
Sampdoria,24,16.761904761904763,Trasferta,2022-23
Sampdoria,25,5.833333333333333,Casa,2022-23
Sampdoria,26,11.703703703703704,Trasferta,2022-23
Sampdoria,27,14.27777777777778,Casa,2022-23
Sampdoria,28,15.210526315789474,Trasferta,2022-23
Sampdoria,29,10.75,Casa,2022-23
Sampdoria,30,8.866666666666667,Trasferta,2022-23
Sampdoria,31,16.357142857142858,Casa,2022-23
Sampdoria,32,26.53846153846154,Trasferta,2022-23
Sampdoria,33,14.307692307692308,Casa,2022-23
Sampdoria,34,14.842105263157896,Trasferta,2022-23
Sampdoria,35,12.583333333333334,Casa,2022-23
Sampdoria,36,37.4,Trasferta,2022-23
Sampdoria,37,8.857142857142858,Casa,2022-23
Sampdoria,38,66.0,Trasferta,2022-23
Sassuolo,1,15.882352941176473,Trasferta,2022-23
Sassuolo,2,8.708333333333334,Casa,2022-23
Sassuolo,3,10.333333333333334,Trasferta,2022-23
Sassuolo,4,17.2,Casa,2022-23
Sassuolo,5,17.0,Trasferta,2022-23
Sassuolo,6,21.615384615384617,Casa,2022-23
Sassuolo,7,19.705882352941178,Trasferta,2022-23
Sassuolo,8,20.375,Casa,2022-23
Sassuolo,9,15.38888888888889,Casa,2022-23
Sassuolo,10,12.80952380952381,Trasferta,2022-23
Sassuolo,11,18.0,Casa,2022-23
Sassuolo,12,30.25,Trasferta,2022-23
Sassuolo,13,15.588235294117649,Trasferta,2022-23
Sassuolo,14,17.0,Casa,2022-23
Sassuolo,15,24.0,Trasferta,2022-23
Sassuolo,16,6.277777777777778,Casa,2022-23
Sassuolo,17,10.047619047619047,Trasferta,2022-23
Sassuolo,18,11.892857142857142,Casa,2022-23
Sassuolo,19,8.793103448275861,Trasferta,2022-23
Sassuolo,20,16.8,Trasferta,2022-23
Sassuolo,21,16.529411764705884,Casa,2022-23
Sassuolo,22,19.214285714285715,Trasferta,2022-23
Sassuolo,23,16.82608695652174,Casa,2022-23
Sassuolo,24,16.375,Trasferta,2022-23
Sassuolo,25,10.15,Casa,2022-23
Sassuolo,26,10.241379310344827,Trasferta,2022-23
Sassuolo,27,11.035714285714286,Casa,2022-23
Sassuolo,28,12.708333333333334,Casa,2022-23
Sassuolo,29,7.4,Trasferta,2022-23
Sassuolo,30,17.6,Casa,2022-23
Sassuolo,31,8.384615384615385,Trasferta,2022-23
Sassuolo,32,10.0,Casa,2022-23
Sassuolo,33,14.73913043478261,Trasferta,2022-23
Sassuolo,34,20.22222222222222,Casa,2022-23
Sassuolo,35,14.458333333333334,Trasferta,2022-23
Sassuolo,36,12.88,Casa,2022-23
Sassuolo,37,8.653846153846153,Trasferta,2022-23
Sassuolo,38,68.0,Casa,2022-23
Napoli,1,8.5,Trasferta,2022-23
Napoli,2,11.7,Casa,2022-23
Napoli,3,9.09375,Trasferta,2022-23
Napoli,4,5.1923076923076925,Casa,2022-23
Napoli,5,11.130434782608695,Trasferta,2022-23
Napoli,6,6.875,Casa,2022-23
Napoli,7,18.33333333333333,Trasferta,2022-23
Napoli,8,32.714285714285715,Casa,2022-23
Napoli,9,9.307692307692308,Trasferta,2022-23
Napoli,10,20.58823529411765,Casa,2022-23
Napoli,11,7.866666666666666,Trasferta,2022-23
Napoli,12,11.0625,Casa,2022-23
Napoli,13,22.7,Trasferta,2022-23
Napoli,14,4.785714285714286,Casa,2022-23
Napoli,15,11.555555555555555,Casa,2022-23
Napoli,16,11.764705882352942,Trasferta,2022-23
Napoli,17,8.142857142857142,Trasferta,2022-23
Napoli,18,9.454545454545457,Casa,2022-23
Napoli,19,6.7,Trasferta,2022-23
Napoli,20,16.533333333333335,Casa,2022-23
Napoli,21,4.65625,Trasferta,2022-23
Napoli,22,9.77777777777778,Casa,2022-23
Napoli,23,10.863636363636363,Trasferta,2022-23
Napoli,24,11.909090909090908,Trasferta,2022-23
Napoli,25,9.346153846153848,Casa,2022-23
Napoli,26,7.645161290322581,Casa,2022-23
Napoli,27,10.478260869565217,Trasferta,2022-23
Napoli,28,9.391304347826088,Casa,2022-23
Napoli,29,8.523809523809524,Trasferta,2022-23
Napoli,30,4.315789473684211,Casa,2022-23
Napoli,31,6.689655172413793,Trasferta,2022-23
Napoli,32,4.379310344827586,Casa,2022-23
Napoli,33,6.4,Trasferta,2022-23
Napoli,34,15.944444444444445,Casa,2022-23
Napoli,35,6.771428571428571,Trasferta,2022-23
Napoli,36,11.095238095238097,Casa,2022-23
Napoli,37,12.928571428571429,Trasferta,2022-23
Napoli,38,8.142857142857142,Casa,2022-23
Inter,1,5.708333333333333,Trasferta,2022-23
Inter,2,10.791666666666666,Casa,2022-23
Inter,3,15.045454545454543,Trasferta,2022-23
Inter,4,18.75,Casa,2022-23
Inter,5,14.176470588235292,Trasferta,2022-23
Inter,6,8.476190476190476,Casa,2022-23
Inter,7,9.0,Trasferta,2022-23
Inter,8,11.95,Casa,2022-23
Inter,9,10.88888888888889,Trasferta,2022-23
Inter,10,9.095238095238097,Casa,2022-23
Inter,11,13.63157894736842,Trasferta,2022-23
Inter,12,14.235294117647058,Casa,2022-23
Inter,13,12.217391304347826,Trasferta,2022-23
Inter,14,16.0,Casa,2022-23
Inter,15,13.647058823529411,Trasferta,2022-23
Inter,16,10.75,Casa,2022-23
Inter,17,9.8,Trasferta,2022-23
Inter,18,9.944444444444445,Casa,2022-23
Inter,19,14.541666666666666,Casa,2022-23
Inter,20,8.0,Trasferta,2022-23
Inter,21,7.583333333333333,Casa,2022-23
Inter,22,5.875,Trasferta,2022-23
Inter,23,6.8125,Casa,2022-23
Inter,24,10.22222222222222,Trasferta,2022-23
Inter,25,5.4,Casa,2022-23
Inter,26,5.909090909090909,Trasferta,2022-23
Inter,27,8.176470588235293,Casa,2022-23
Inter,28,6.133333333333334,Casa,2022-23
Inter,29,8.193548387096774,Trasferta,2022-23
Inter,30,11.153846153846152,Casa,2022-23
Inter,31,8.73076923076923,Trasferta,2022-23
Inter,32,8.10344827586207,Casa,2022-23
Inter,33,6.166666666666667,Trasferta,2022-23
Inter,34,12.476190476190476,Trasferta,2022-23
Inter,35,13.055555555555555,Casa,2022-23
Inter,36,22.4,Trasferta,2022-23
